0,1,2,3,4
0.5638655055423298,0.4817024661893397,0.5229832222477592,0.5836026534709662,0.0
0.35613484649132454,0.21678599840891005,0.22822339692024818,0.7641807566273249,0.0
0.5701097024875579,0.5007955449482895,0.505630889450701,0.6313240008308454,0.0
0.8785645241018375,0.5775656324582339,0.6012410940013789,0.5156410695712004,0.0
0.43242053940356695,0.2402545743834527,0.20627441967363824,0.23905466398508812,0.0
0.6409755439286663,0.7136038186157518,0.6666283612962538,0.5442773070582647,1.0
0.3137485276925807,0.1646778042959427,0.13927832682142038,0.5586353165494202,1.0
0.7847680904961181,0.6595067621320605,0.6781199724201332,0.8167732114071677,1.0
0.4718820452568599,0.28918058870326174,0.32728108480809004,0.7113185230297896,0.0
0.5077938784281111,0.4331742243436754,0.4470236727189152,0.6113052702121142,0.0
0.3454755607969455,0.17501988862370726,0.2194897724660997,0.5666959001066707,1.0
0.6349396335623019,0.511535401750199,0.5895196506550218,0.4556856853544904,0.0
0.629689931690803,0.6030230708035005,0.5560790622845323,0.6669698975901177,1.0
0.6943218438349373,0.8317422434367541,0.7769478280854976,0.527834789282291,1.0
0.21247284573738584,0.2589498806682578,0.13215352792461504,0.18482805825917392,0.0
0.690057836195807,0.5696101829753382,0.642266145713629,0.7470278153747909,0.0
0.5232364214018861,0.26531424025457434,0.3276258331418065,0.5675069994734443,0.0
0.4727137247654209,0.37987271280827367,0.39450700988278553,0.6881555475314749,0.0
0.7886389938878157,0.46658711217183774,0.5090783727878648,0.5895877601801245,0.0
0.4455865980787763,0.5421638822593478,0.5186164100206849,0.19774151407640472,1.0
0.4484776744656789,0.4502784407319013,0.4104803493449781,0.44061251740644547,0.0
0.5553844280846583,0.7048528241845664,0.6211215812456906,0.21083880807116806,0.0
0.7458947742070808,0.5445505171042164,0.5994024362215582,0.5693985938400314,0.0
0.3186021917028601,0.1535401750198886,0.1405424040450471,0.8034618958317319,0.0
0.6755921866130402,0.46579156722354814,0.5844633417605148,0.9128726799938827,0.0
0.6324211261263244,0.009148766905330119,0.1430705584923006,0.5466255230156021,1.0
0.4523471110504831,0.5946698488464599,0.506780050563089,0.2993277453993177,0.0
0.25783384891595634,0.19172633253778842,0.12560330958400368,0.4472636761319446,0.0
0.5137872513945667,0.4331742243436754,0.3619857504022064,0.3047665413051046,0.0
0.535048617314482,0.3050914876690533,0.3591128476212365,0.8220297126791247,0.0
0.37559497354613763,0.44272076372315033,0.3806021604228913,0.3034901076926202,0.0
0.3798619147990548,0.477326968973747,0.41542174212824634,0.13782470605741537,0.0
0.3245119566763916,0.3731105807478123,0.28016547920018386,0.2740317458011359,0.0
0.3339039212148681,0.21360381861575178,0.20397609744886236,0.6449955653253676,0.0
0.713509144807577,0.6793953858392998,0.7344288669271433,0.6090684697765849,0.0
1.0,0.8711217183770883,0.9251896115835441,0.61333288128254,1.0
0.6568669298118234,0.6217183770883055,0.622615490691795,0.6985360518880488,1.0
0.5201399920499067,0.405727923627685,0.36819122040910135,0.6827326028061673,0.0
0.661016526513268,0.6105807478122514,0.5921627212135141,0.2512811374958144,1.0
0.39417354965801393,0.4033412887828162,0.3823259020914732,0.3384074885627122,1.0
0.5107436270907499,0.692521877486078,0.8927832682142036,0.646006264995362,0.0
0.5913050620972699,0.45664280031821797,0.5262008733624454,0.6926472571276077,1.0
0.3913690148778223,0.32776451869530626,0.33383130314870146,0.24500961753048767,1.0
0.48535613337968436,0.46857597454256167,0.41231900712479885,0.5739106629541699,0.0
0.3238152234020239,0.13086714399363564,0.1334176051482418,0.5974693338563726,0.0
0.4679466023618524,0.3416865552903739,0.34566766260629744,0.4828610665554134,0.0
0.5136933757533887,0.701670644391408,0.6507699379452999,0.5156410695712004,0.0
0.4354274935350486,0.4466984884645983,0.36187083429096756,0.46251384739822043,1.0
0.6805822636644063,0.6372315035799523,0.6444495518271661,0.6894630269818145,0.0
0.5565241370408345,0.5894988066825775,0.5036773155596415,0.3337642843197326,1.0
0.4563896308487091,0.45465393794749404,0.45954952884394396,0.4504305357837075,0.0
0.238821097963632,0.15274463007159905,0.10193059066881177,0.23114227694272937,0.0
0.591124644849381,0.4212410501193317,0.45610204550678,0.9506876381863751,0.0
0.6985858514740676,1.0,0.9220868765800965,0.24270762495427078,0.0
0.30599498645403833,0.2625298329355608,0.18949666743277405,0.40663633423277945,0.0
0.5289804371964627,0.3365155131264917,0.47713169386347964,0.4471704355767234,1.0
0.9396863673500521,0.9069212410501193,0.9703516433003907,0.4651407210158611,0.0
0.6484474582436748,0.6177406523468576,0.6103194667892439,0.27965744798449244,0.0
0.658807515331799,0.5727923627684965,0.5864169156515744,0.6462950455712684,1.0
0.0,0.4439140811455848,0.4268558951965066,0.4742317941462262,0.0
0.6626886863717505,0.5071599045346062,0.49069179498965754,0.725247051481416,0.0
0.7039470306694654,0.6435958631662688,0.6445644679384049,0.6174648426846847,0.0
0.470074939164184,0.4996022275258552,0.4485175821650196,0.4250342939983649,1.0
0.44081067483384745,0.29355608591885446,0.23615260859572507,0.49411792565083834,0.0
0.4319320927080629,0.2991249005568815,0.2867156975407952,0.9749099031101931,0.0
0.3171617873335357,0.20962609387430392,0.1971960468857734,0.6680789641183744,0.0
0.21642148989443388,0.2044550517104216,0.13743966904159965,0.2295784684516895,0.0
0.5539909615359229,0.5441527446300716,0.6222707423580786,0.4003806313788343,0.0
0.6392945832288234,0.5998408910103421,0.5820501034245001,0.556054142497544,1.0
0.38124658050642973,0.28838504375497215,0.28809469087566075,0.4554627428301652,0.0
0.46316334508245655,0.4327764518695307,0.3685359687428177,0.4145807282124201,1.0
0.2693174800844294,0.09108989657915673,0.06768558951965065,0.6216687560787162,0.0
0.9081661540176574,0.541368337311058,0.5859572512066191,0.8224616858559033,1.0
0.503588543064717,0.41885441527446304,0.4432314410480349,0.43690683561426,1.0
0.5445857957354057,0.4228321400159109,0.40749253045276945,0.598266944309489,0.0
0.3313164738549005,0.30469371519490857,0.2370719374856355,0.366823753758009,0.0
0.18340513353076554,0.02108194112967382,0.0,0.4249375046213393,0.0
0.3013672107053434,0.15672235481304692,0.17582165019535734,0.4578843765580025,1.0
0.6696032140672649,0.7263325377883849,0.6897264996552517,0.5189431856721933,0.0
0.48929157627469183,0.45465393794749404,0.4327740749253045,0.5383304916296519,0.0
0.6044168489174232,0.3587907716785998,0.4919558722132843,0.949355540221648,0.0
0.7415148888233716,0.30628480509148764,0.4954033555504481,1.0,1.0
0.4416027505562865,0.4391408114558472,0.4128935876809928,0.18247246815974139,0.0
0.37854325540188305,0.3325377883850437,0.3355550448172834,0.4197088292419173,0.0
0.41957131101733325,0.4451073985680191,0.41553665823948516,0.3177001939272137,0.0
0.7626031715298649,0.7354813046937152,0.7507469547230521,0.49865014029979715,0.0
0.477081875693983,0.620922832140016,0.538841645598713,0.26336006230814046,0.0
0.2827152942487968,0.07915672235481302,0.060560790622845306,0.7416688709823438,0.0
0.42946932393403475,0.3953858392999205,0.3742817743047575,0.4813668146365253,0.0
0.6350877810585359,0.6833731105807477,0.661916800735463,0.5223966337951458,0.0
0.43936880365762965,0.19212410501193317,0.20650425189611588,0.5156410695712004,0.0
0.7403047731363118,0.7537788385043755,0.8179728797977477,0.4947090696121328,1.0
0.5256141153760967,0.626491646778043,0.5253964605837739,0.3218778211548545,1.0
0.21974674112178455,0.10222752585521083,0.0536658239485176,0.4268479400457226,0.0
0.5107436270907499,0.7573587907716786,1.0,0.734796928868136,0.0
0.5855683803371603,0.5091487669053301,0.4528843943920937,0.5810892137499146,0.0
0.6582691972019192,0.469769291964996,0.5409101356010112,0.8141080415047717,0.0
0.40625857165278334,0.3432776451869531,0.3639393242932659,0.5208295349168321,0.0
0.70525835603217,0.9013524264120922,0.8449781659388647,0.3029956545592549,1.0
